,index,nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,non_concerne
104877,105894,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP9507,9507,"Vélizy 2, France",Station dédiée à la recharge rapide,"Vélizy 2 - Parking P15 , 2 Avenue de l'Europe, 78140 Vélizy-Villacoublay",78640,"[2.220945,48.784078]",16,FRTSLE0003ON,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50010798934210,2021-01-29,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.220945,48.784078,78140,Vélizy-Villacoublay,True,True,False
104878,105895,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP9507,9507,"Vélizy 2, France",Station dédiée à la recharge rapide,"Vélizy 2 - Parking P15 , 2 Avenue de l'Europe, 78140 Vélizy-Villacoublay",78640,"[2.220945,48.784078]",16,FRTSLE0003OP,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50010798934210,2021-01-29,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.220945,48.784078,78140,Vélizy-Villacoublay,True,True,False
104879,105896,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003OR,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104880,105897,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003OT,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104881,105898,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003OV,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104882,105899,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003OX,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104883,105900,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003OZ,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104884,105901,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003P1,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104885,105902,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003P3,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104886,105903,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003P5,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104887,105904,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003P7,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104888,105905,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003P9,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104889,105906,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003PB,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104890,105907,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1723,1723,"Beaune, France",Station dédiée à la recharge rapide,"Avenue Charles de Gaulle, 21200 Beaune",21054,"[4.837768, 47.017422]",12,FRTSLE0003PD,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50086216406795,2015-12-18,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,4.837768,47.017422,21200,Beaune,True,True,False
104891,105908,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003PR,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104892,105909,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003PT,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104893,105910,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003PV,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104894,105911,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003PX,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104895,105912,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003PZ,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104896,105913,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003Q1,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104897,105914,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003Q3,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104898,105915,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003Q5,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104899,105916,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003Q7,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104900,105917,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003Q9,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104901,105918,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003QB,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104902,105919,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003QD,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104903,105920,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003QF,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104904,105921,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003QH,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104905,105922,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003QJ,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104906,105923,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP1736,1736,"Clermont-Ferrand, France",Station dédiée à la recharge rapide,"32-34 rue Georges Besse, 63100 Clermont-Ferrand",63113,"[3.141488, 45.785937]",19,FRTSLE0003QL,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50001267099803,2016-02-17,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,3.141488,45.785937,,Clermont-Ferrand,True,True,False
104907,105924,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP3318,3318,"Aire de la Baie de Somme, France",Station dédiée à la recharge rapide, A16 - Aire de la Baie de Somme 80970 Sailly-Flibeaucourt,80692,"[1.755505,50.167321]",16,FRTSLE0003QN,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50017760744380,2017-07-12,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,1.755505,50.167321,80970,Sailly-Flibeaucourt,True,True,False
104908,105925,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP3318,3318,"Aire de la Baie de Somme, France",Station dédiée à la recharge rapide, A16 - Aire de la Baie de Somme 80970 Sailly-Flibeaucourt,80692,"[1.755505,50.167321]",16,FRTSLE0003QP,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50017760744380,2017-07-12,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,1.755505,50.167321,80970,Sailly-Flibeaucourt,True,True,False
